Date,Open,High,Low,Close,Adj Close,Volume
2021-04-27 00:00:00.000000,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,133.76617431640625,66015800
2021-04-28 00:00:00.000000,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,132.95994567871094,107760100
2021-04-29 00:00:00.000000,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,132.8603973388672,151101000
2021-04-30 00:00:00.000000,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,130.84979248046875,109839500
2021-05-03 00:00:00.000000,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,131.9247589111328,75135100
2021-05-04 00:00:00.000000,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,127.25653839111328,137564700
2021-05-05 00:00:00.000000,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,127.50538635253906,84000900
2021-05-06 00:00:00.000000,127.88999938964844,129.75,127.12999725341797,129.74000549316406,129.13775634765625,78128300
2021-05-07 00:00:00.000000,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,129.82574462890625,78973300
2021-05-10 00:00:00.000000,129.41000366210938,129.5399932861328,126.80999755859375,126.8499984741211,126.47563934326172,88071200
2021-05-11 00:00:00.000000,123.5,126.2699966430664,122.7699966430664,125.91000366210938,125.53842163085938,126142800
2021-05-12 00:00:00.000000,123.4000015258789,124.63999938964844,122.25,122.7699966430664,122.40768432617188,112172300
2021-05-13 00:00:00.000000,124.58000183105469,126.1500015258789,124.26000213623047,124.97000122070312,124.60118865966797,105861300
2021-05-14 00:00:00.000000,126.25,127.88999938964844,125.8499984741211,127.44999694824219,127.07386779785156,81918000
2021-05-17 00:00:00.000000,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,125.89735412597656,74244600
2021-05-18 00:00:00.000000,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,124.4815444946289,63342900
2021-05-19 00:00:00.000000,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,124.322021484375,92612000
2021-05-20 00:00:00.000000,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,126.93428039550781,76857100
2021-05-21 00:00:00.000000,127.81999969482422,128.0,125.20999908447266,125.43000030517578,125.0598373413086,79295400
2021-05-24 00:00:00.000000,126.01000213623047,127.94000244140625,125.94000244140625,127.0999984741211,126.72489929199219,63092900
2021-05-25 00:00:00.000000,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,126.52549743652344,72009500
